Unique Identifier,Product,What is your gender? - label,What is your gender? - value,What is your age group? - label,What is your age group? - value,How much do you like or dislike the PACKAGING for this product? - label,How much do you like or dislike the PACKAGING for this product? - value,In scale 1-10 how much do you think this description match with the product PACKAGING - FUN,In scale 1-10 how much do you think this description match with the product PACKAGING - CONVENIENT,In scale 1-10 how much do you think this description match with the product PACKAGING - FAMILIAR,In scale 1-10 how much do you think this description match with the product PACKAGING - CHEAP,In scale 1-10 how much do you think this description match with the product PACKAGING - BORING,In scale 1-10 how much do you think this description match with the product PACKAGING - INDIFFERENT,In scale 1-10 how much do you think this description match with the product PACKAGING - PLAIN,In scale 1-10 how much do you think this description match with the product PACKAGING - PREMIUM,"Before tasting the product, how likely would you be to purchase this product, if you didn't have to buy it for this study? - label","Before tasting the product, how likely would you be to purchase this product, if you didn't have to buy it for this study? - value",Open the packaging. How much do you like or dislike the APPEARANCE of the products? - label,Open the packaging. How much do you like or dislike the APPEARANCE of the products? - value,How would you rate the AMOUNT OF SEASONING of the products? - label,How would you rate the AMOUNT OF SEASONING of the products? - value,Taste the products. How do you like the products OVERALL? - label,Taste the products. How do you like the products OVERALL? - value,How much do you like or dislike the FLAVOR of the products? - label,How much do you like or dislike the FLAVOR of the products? - value,How would you rate the FLAVOR of the products? - label,How would you rate the FLAVOR of the products? - value,How much do you like or dislike the TEXTURE of the products? - label,How much do you like or dislike the TEXTURE of the products? - value,How much do you like or dislike the AFTERTASTE of the products? - label,How much do you like or dislike the AFTERTASTE of the products? - value,"Now that you have tasted the products, how likely would you be to re-purchase the products? - label","Now that you have tasted the products, how likely would you be to re-purchase the products? - value"
100086,B,Female,2,18-34,2,Like Extremely (9),9,8,7,8,2,3,2,8,5,Definitely would purchase (5),5,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Definitely would purchase (5),5
100087,B,Female,2,45-55,4,Like Very Much (8),8,5,7,7,7,8,3,8,2,Definitely would purchase (5),5,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Definitely would purchase (5),5
100088,B,Female,2,35-44,3,Neither Like nor Dislike (5),5,5,3,3,8,8,7,7,3,Might or might not purchase (3),3,Neither Like nor Dislike (5),5,Just about right (3),3,Like Moderately (7),7,Neither Like nor Dislike (5),5,Not quite strong enough (2),2,Neither Like nor Dislike (5),5,Neither Like nor Dislike (5),5,Probably would not purchase (2),2
100089,B,Female,2,45-55,4,Like Very Much (8),8,6,6,8,2,2,5,7,5,Probably would purchase (4),4,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Very Much (8),8,Just about right (3),3,Like Extremely (9),9,Like Very Much (8),8,Definitely would purchase (5),5
100090,B,Female,2,35-44,3,Like Very Much (8),8,3,7,8,4,4,3,8,2,Definitely would purchase (5),5,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,,
100091,B,Female,2,35-44,3,Like Very Much (8),8,4,5,7,2,5,4,3,3,Definitely would purchase (5),5,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Definitely would purchase (5),5
100092,B,Female,2,18-34,2,Like Extremely (9),9,5,8,8,4,3,3,2,6,Definitely would purchase (5),5,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,,
100093,B,Female,2,56-64,5,Like Moderately (7),7,5,7,7,3,3,7,6,2,Definitely would purchase (5),5,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Definitely would purchase (5),5
100094,B,Female,2,18-34,2,Like Very Much (8),8,3,5,8,2,4,3,3,7,Probably would purchase (4),4,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Just about right (3),3,Like Slightly (6),6,Like Moderately (7),7,Probably would purchase (4),4
100095,B,Female,2,35-44,3,Like Extremely (9),9,3,8,7,7,2,3,3,8,Definitely would purchase (5),5,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Definitely would purchase (5),5
100096,B,Female,2,35-44,3,Like Very Much (8),8,6,5,9,5,3,2,8,2,Probably would purchase (4),4,Like Very Much (8),8,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Definitely would purchase (5),5
100097,B,Female,2,18-34,2,Like Moderately (7),7,5,7,7,2,7,8,7,4,Might or might not purchase (3),3,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Like Slightly (6),6,Might or might not purchase (3),3
100098,B,Female,2,35-44,3,Like Extremely (9),9,8,5,5,2,2,4,2,8,Definitely would purchase (5),5,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Dislike Slightly (4),4,Probably would purchase (4),4
100099,B,Female,2,18-34,2,Like Moderately (7),7,8,8,6,5,2,5,8,2,Probably would purchase (4),4,Like Moderately (7),7,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Moderately (7),7,Definitely would purchase (5),5
100100,B,Female,2,18-34,2,Like Moderately (7),7,5,8,5,8,5,8,6,2,Probably would not purchase (2),2,Dislike Slightly (4),4,Somewhat too little (2),2,,,Dislike Very Much (2),2,Not quite strong enough (2),2,Neither Like nor Dislike (5),5,Dislike Slightly (4),4,Definitely would not purchase (1),1
100101,B,Female,2,35-44,3,Like Very Much (8),8,5,3,8,8,5,5,4,3,Probably would purchase (4),4,Like Very Much (8),8,Just about right (3),3,Like Moderately (7),7,Like Very Much (8),8,Just about right (3),3,Like Moderately (7),7,Like Very Much (8),8,Definitely would purchase (5),5
100102,B,Female,2,18-34,2,Like Extremely (9),9,6,8,7,3,3,5,2,3,Definitely would purchase (5),5,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Definitely would purchase (5),5
100103,B,Male,1,18-34,2,Like Moderately (7),7,7,8,7,6,3,4,3,5,Definitely would purchase (5),5,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Extremely (9),9,Like Very Much (8),8,Definitely would purchase (5),5
100104,B,Female,2,35-44,3,Like Very Much (8),8,6,7,8,5,3,3,6,2,Definitely would purchase (5),5,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Neither Like nor Dislike (5),5,Definitely would purchase (5),5
100105,B,Female,2,45-55,4,Like Very Much (8),8,6,8,5,5,3,4,3,3,Definitely would purchase (5),5,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Definitely would purchase (5),5
100106,B,Female,2,35-44,3,Like Very Much (8),8,8,5,8,2,3,3,6,5,Definitely would purchase (5),5,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Extremely (9),9,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Definitely would purchase (5),5
100107,B,Male,1,35-44,3,Dislike Slightly (4),4,4,8,6,6,6,3,5,2,Definitely would purchase (5),5,Like Slightly (6),6,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Like Slightly (6),6,Definitely would purchase (5),5
100108,B,Female,2,18-34,2,Like Very Much (8),8,8,4,6,3,4,5,3,8,Definitely would purchase (5),5,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Definitely would purchase (5),5
100109,B,Female,2,18-34,2,Like Very Much (8),8,8,4,6,3,1,3,3,7,Probably would purchase (4),4,Like Very Much (8),8,Just about right (3),3,Like Moderately (7),7,Like Very Much (8),8,Just about right (3),3,Like Extremely (9),9,Like Moderately (7),7,Definitely would purchase (5),5
100110,B,Female,2,35-44,3,Like Moderately (7),7,5,8,8,3,3,8,5,3,Probably would not purchase (2),2,Neither Like nor Dislike (5),5,Somewhat too much (4),4,Dislike Very Much (2),2,Dislike Moderately (3),3,Slightly too strong (4),4,Like Slightly (6),6,Dislike Moderately (3),3,Definitely would not purchase (1),1
100111,B,Female,2,35-44,3,Like Moderately (7),7,8,5,8,3,3,3,4,7,Definitely would purchase (5),5,Like Extremely (9),9,Somewhat too little (2),2,,,Like Extremely (9),9,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Definitely would purchase (5),5
100112,B,Female,2,18-34,2,Like Moderately (7),7,8,7,8,4,3,4,5,6,Probably would purchase (4),4,Like Moderately (7),7,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Definitely would purchase (5),5
100113,B,Female,2,18-34,2,Like Very Much (8),8,8,7,8,3,3,2,4,5,Definitely would purchase (5),5,Like Very Much (8),8,Just about right (3),3,Like Extremely (9),9,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Definitely would purchase (5),5
100114,B,Female,2,35-44,3,Like Moderately (7),7,7,8,7,6,2,2,8,3,Probably would not purchase (2),2,Like Moderately (7),7,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Not quite strong enough (2),2,Like Very Much (8),8,Like Very Much (8),8,Probably would not purchase (2),2
100115,B,Female,2,18-34,2,Like Moderately (7),7,3,5,6,5,8,6,8,3,Probably would not purchase (2),2,Like Moderately (7),7,Somewhat too much (4),4,Dislike Very Much (2),2,Dislike Very Much (2),2,Much too strong (5),5,Neither Like nor Dislike (5),5,Neither Like nor Dislike (5),5,Definitely would not purchase (1),1
100116,B,Female,2,56-64,5,Like Very Much (8),8,4,3,8,3,3,3,4,7,Definitely would purchase (5),5,Like Very Much (8),8,Just about right (3),3,,,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Definitely would purchase (5),5
100117,B,Female,2,18-34,2,Like Very Much (8),8,5,5,5,5,7,5,3,5,Probably would purchase (4),4,Like Very Much (8),8,Much too much (5),5,Like Extremely (9),9,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Definitely would purchase (5),5
100118,B,Female,2,18-34,2,Like Moderately (7),7,2,5,7,5,7,3,8,3,Definitely would purchase (5),5,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Definitely would purchase (5),5
100119,B,Female,2,35-44,3,Like Very Much (8),8,5,7,8,5,1,3,5,4,Definitely would purchase (5),5,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Definitely would purchase (5),5
100120,B,Female,2,35-44,3,Like Moderately (7),7,7,5,7,7,7,7,6,2,Probably would not purchase (2),2,Like Moderately (7),7,Just about right (3),3,Neither Like nor Dislike (5),5,Dislike Slightly (4),4,Not at all strong enough (1),1,Like Very Much (8),8,Dislike Slightly (4),4,Probably would not purchase (2),2
100121,B,Female,2,45-55,4,Like Very Much (8),8,8,8,7,8,5,5,5,2,Probably would not purchase (2),2,Like Very Much (8),8,Somewhat too little (2),2,Like Slightly (6),6,Like Slightly (6),6,Not quite strong enough (2),2,Like Slightly (6),6,Like Very Much (8),8,Might or might not purchase (3),3
100122,B,Female,2,18-34,2,Like Moderately (7),7,4,8,8,7,4,5,8,3,Probably would purchase (4),4,Like Very Much (8),8,Somewhat too little (2),2,Like Moderately (7),7,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Probably would purchase (4),4
100123,B,Male,1,18-34,2,Like Very Much (8),8,7,5,4,3,3,3,5,7,Probably would purchase (4),4,Like Slightly (6),6,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Definitely would purchase (5),5
100124,B,Female,2,35-44,3,Like Extremely (9),9,6,8,7,7,7,4,7,3,Definitely would not purchase (1),1,Neither Like nor Dislike (5),5,Just about right (3),3,Dislike Moderately (3),3,Dislike Moderately (3),3,Not quite strong enough (2),2,Dislike Moderately (3),3,Dislike Slightly (4),4,Definitely would not purchase (1),1
100125,B,Male,1,45-55,4,Like Moderately (7),7,4,6,4,4,6,2,7,5,Probably would purchase (4),4,Like Moderately (7),7,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Moderately (7),7,Like Very Much (8),8,Definitely would purchase (5),5
100126,B,Female,2,18-34,2,Dislike Slightly (4),4,2,8,5,7,2,7,8,3,Definitely would purchase (5),5,Like Extremely (9),9,Somewhat too little (2),2,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Neither Like nor Dislike (5),5,Definitely would purchase (5),5
100127,B,Female,2,45-55,4,Like Slightly (6),6,7,8,6,5,2,3,7,2,Probably would purchase (4),4,Neither Like nor Dislike (5),5,Somewhat too little (2),2,Like Very Much (8),8,Like Very Much (8),8,Not quite strong enough (2),2,Like Extremely (9),9,Like Very Much (8),8,Probably would purchase (4),4
100128,B,Female,2,45-55,4,Like Very Much (8),8,8,5,7,3,3,4,3,5,Definitely would purchase (5),5,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Definitely would purchase (5),5
100129,B,Female,2,35-44,3,Like Slightly (6),6,3,6,4,5,8,7,8,5,Probably would not purchase (2),2,Like Very Much (8),8,Much too little (1),1,Dislike Moderately (3),3,Dislike Moderately (3),3,Slightly too strong (4),4,Like Very Much (8),8,Dislike Moderately (3),3,Definitely would not purchase (1),1
100130,B,Female,2,45-55,4,Like Very Much (8),8,8,7,5,3,3,3,5,2,Might or might not purchase (3),3,Like Moderately (7),7,Just about right (3),3,Like Very Much (8),8,Like Extremely (9),9,Just about right (3),3,Like Very Much (8),8,Like Moderately (7),7,Probably would purchase (4),4
100131,B,Female,2,45-55,4,Like Very Much (8),8,4,8,6,3,3,4,5,3,Probably would purchase (4),4,Like Moderately (7),7,Just about right (3),3,,,Like Very Much (8),8,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Might or might not purchase (3),3
100132,B,Female,2,56-64,5,Like Moderately (7),7,8,5,7,2,2,8,5,3,Might or might not purchase (3),3,Like Extremely (9),9,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Extremely (9),9,Like Very Much (8),8,Definitely would purchase (5),5
100133,B,Female,2,18-34,2,Like Extremely (9),9,2,3,6,3,3,7,5,7,Definitely would purchase (5),5,Like Extremely (9),9,Somewhat too much (4),4,Like Extremely (9),9,Like Very Much (8),8,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Definitely would purchase (5),5
100134,B,Female,2,18-34,2,Like Extremely (9),9,5,6,6,6,5,4,8,3,Might or might not purchase (3),3,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Just about right (3),3,Like Moderately (7),7,Like Extremely (9),9,Probably would purchase (4),4
100135,B,Male,1,18-34,2,Like Very Much (8),8,5,8,8,5,1,5,2,3,Definitely would purchase (5),5,Like Very Much (8),8,Just about right (3),3,Like Extremely (9),9,Like Moderately (7),7,Just about right (3),3,Like Very Much (8),8,Neither Like nor Dislike (5),5,Definitely would purchase (5),5
100136,B,Female,2,35-44,3,Like Extremely (9),9,8,8,8,5,2,4,3,5,Definitely would purchase (5),5,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Definitely would purchase (5),5
100137,B,Male,1,45-55,4,Like Slightly (6),6,5,8,5,3,2,3,3,7,Might or might not purchase (3),3,Like Slightly (6),6,Just about right (3),3,Like Slightly (6),6,Like Slightly (6),6,Slightly too strong (4),4,Like Moderately (7),7,Like Slightly (6),6,Might or might not purchase (3),3
100138,B,Male,1,45-55,4,Like Moderately (7),7,3,4,7,8,6,4,3,5,Definitely would purchase (5),5,Like Moderately (7),7,Just about right (3),3,,,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Definitely would purchase (5),5
100139,B,Female,2,45-55,4,Like Very Much (8),8,3,8,7,8,3,7,8,2,Probably would not purchase (2),2,Like Slightly (6),6,Just about right (3),3,Like Slightly (6),6,Like Slightly (6),6,Just about right (3),3,Neither Like nor Dislike (5),5,Like Moderately (7),7,Might or might not purchase (3),3
100140,B,Female,2,18-34,2,Like Very Much (8),8,8,8,6,6,5,7,5,3,Probably would purchase (4),4,Like Slightly (6),6,Just about right (3),3,Like Slightly (6),6,Like Slightly (6),6,Just about right (3),3,Like Slightly (6),6,Like Moderately (7),7,Probably would purchase (4),4
100141,B,Female,2,18-34,2,Dislike Slightly (4),4,4,5,8,3,8,8,7,3,Probably would purchase (4),4,Like Moderately (7),7,Just about right (3),3,Like Very Much (8),8,Like Moderately (7),7,Just about right (3),3,Like Very Much (8),8,Like Moderately (7),7,,
100142,B,Female,2,45-55,4,Like Very Much (8),8,7,6,7,2,2,6,3,8,Definitely would purchase (5),5,Like Extremely (9),9,Just about right (3),3,,,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Definitely would purchase (5),5
100143,B,Female,2,18-34,2,Like Moderately (7),7,7,7,6,3,4,3,7,5,Probably would purchase (4),4,Like Slightly (6),6,Just about right (3),3,Like Slightly (6),6,Like Slightly (6),6,Just about right (3),3,Like Slightly (6),6,Like Slightly (6),6,Probably would purchase (4),4
100144,B,Female,2,45-55,4,Like Moderately (7),7,4,7,8,3,5,4,6,3,Definitely would purchase (5),5,Like Moderately (7),7,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Just about right (3),3,Like Moderately (7),7,Like Very Much (8),8,Definitely would purchase (5),5
100145,B,Female,2,18-34,2,Neither Like nor Dislike (5),5,5,8,8,3,3,6,8,3,Definitely would purchase (5),5,Like Very Much (8),8,Just about right (3),3,,,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Probably would purchase (4),4
100146,B,Female,2,18-34,2,Like Extremely (9),9,7,8,4,2,5,3,8,6,Definitely would purchase (5),5,Like Extremely (9),9,Just about right (3),3,,,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Probably would purchase (4),4
100147,B,Female,2,45-55,4,Like Very Much (8),8,8,3,8,2,2,5,8,5,Probably would purchase (4),4,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Definitely would purchase (5),5
100148,B,Female,2,18-34,2,Like Very Much (8),8,7,8,8,3,2,4,4,5,Definitely would purchase (5),5,Like Extremely (9),9,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Definitely would purchase (5),5
100149,B,Male,1,56-64,5,Like Moderately (7),7,3,6,7,3,3,2,5,5,Might or might not purchase (3),3,Like Moderately (7),7,Just about right (3),3,Dislike Slightly (4),4,Dislike Slightly (4),4,Slightly too strong (4),4,Like Slightly (6),6,Dislike Slightly (4),4,Might or might not purchase (3),3
100150,B,Female,2,35-44,3,Like Very Much (8),8,7,8,5,6,2,3,5,6,Probably would purchase (4),4,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Slightly too strong (4),4,Like Very Much (8),8,Like Slightly (6),6,Probably would purchase (4),4
100151,B,Female,2,45-55,4,Like Very Much (8),8,8,8,7,2,3,3,5,4,Definitely would purchase (5),5,Like Very Much (8),8,Just about right (3),3,Like Moderately (7),7,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Extremely (9),9,Definitely would purchase (5),5
